SequenceName	ClusterNumber
G000299915	423
G000422645	423
G000425405	423
G000148645	423
G000422665	423
G000015245	423
G000614975	423
G000753795	423
G000947195	423
G001310455	423
G000518805	423
G000425165	423
G000695255	423
G000011805	423
G000426765	423
G000014705	423
G000013765	423
G001401775	423
G001675935	423
G000146165	423
G000712635	423
G000519065	423
G000016065	423
G000518705	423
G000018285	423
G000014885	423
G000333895	423
G001558255	423
G000621165	423
G000286895	423
G000513715	423
G001996105	423
G000331515	423
G000953695	423
G000196495	423
G001677275	423
G000178875	423
G001620325	423
G000018025	423
G000019525	423
G001957125	423
G000513735	423
G000565325	423
G000565345	423
G001077885	423
G000196255	423
G000176795	423
G000801275	423
G002005305	423
G001996115	423
G000940995	423
G000730475	423
G001029455	423
G001029445	423
G000950415	423
G000172075	423
G000091325	423
G000950095	423
G000949955	423
G000755385	423
G001591125	423
G001995405	423
G001995415	423
G001996265	423
G001996245	423
G000711805	423
G000467125	423
G001267945	423
G000217675	423
G000478685	423
G000731795	423
G000006745	423
G000176155	423
G001558415	423
G000740015	423
G001874155	423
G000287055	423
G000272145	423
G001012815	423
G000009745	423
G000091465	423
G001486525	423
G001685465	423
G000017705	423
G000763535	423
G000711795	423
G000196095	423
G000493225	423
G000176235	423
G001525595	423
G000354175	423
G001315205	423
G000695055	423
G001399455	423
G000772105	423
G000981765	424
G000024085	424
G000218785	424
G000378405	424
G001458075	424
G001314555	424
G000299895	424
G001050375	424
G001466725	424
G000222855	424
G000482845	424
G000188195	424
G000753735	424
G000423165	424
G000753715	424
G000300815	424
G000764205	424
G900111755	424
G900107845	424
G000374485	424
G900115655	424
G000701925	424
G000431835	424
G001940885	424
G000702045	424
G900116895	424
G001418345	424
G001577655	424
G000152885	424
G001294745	424
G000281085	424
G000568405	424
G000314975	424
G000429145	424
G001652445	424
G001831495	424
G000948975	424
G900116345	424
G900114195	424
G001957175	424
G000711985	424
G000238255	424
G001294685	424
G900116625	424
G000320945	424
G001565895	424
G000315055	424
G000155775	424
G900129565	424
G000012325	424
G001795365	424
G001275035	424
G000296695	424
G001269985	424
G000153245	424
G000336495	424
G000401175	424
G000008465	424
G000314995	424
G000764185	424
G000425345	424
G001704375	424
G000272005	424
G000987765	424
G000967625	424
G000967585	424
G000333235	424
G000347635	424
G000315075	424
G000014225	424
G000314955	424
G000252165	424
G001756615	424
G000226565	424
G001757105	424
G000378185	424
G000378625	424
G001444365	424
G001513785	424
G900108485	424
G000382165	424
G000987775	424
G001469895	424
G001661495	424
G000767305	424
G000315015	424
G000314935	424
G000212335	424
G000428905	424
G000315035	424
G001562115	424
G000730385	424
G001444405	424
G000382005	424
G001550135	424
G001596795	424
G001562155	424
G001562125	424
G000753865	424
G000238375	424
G001482385	424
G001401795	424
G001306895	424
G001854555	424
G001854605	424
G000495575	424
G001750165	424
G000238275	424
G001924935	424
G001465295	424
G000238395	424
G000814675	424
G001886395	424
G001886435	424
G001562315	424
G001562295	424
G000172635	424
G001924945	424
G001626315	424
G001626115	424
G001626275	424
G001431315	425
G001898235	425
G001467645	425
G000257395	425
G001302865	425
G001801985	425
G001467055	425
G001881495	425
G001801465	425
G001644445	425
G001801285	425
G001801345	425
G000512355	425
G001467825	425
G001467785	425
G000168295	425
G001881485	425
G001801575	425
G001797285	425
G001802505	425
G001801405	425
G001801785	425
G001801315	425
G001801305	425
G001801625	425
G001467975	425
G001467505	425
G001468165	425
G000621525	425
G000308315	425
G000017105	425
G000007765	425
G001077715	425
G000815025	425
G001801815	425
G001801375	425
G001468125	425
G001467615	425
G000756815	425
G001899505	425
G000953135	425
G001468085	425
G001801485	425
G001801495	425
G001801635	425
G001801665	425
G001802455	425
G001802445	425
G001801755	425
G000953635	425
G001467025	425
G000622185	425
G001465875	425
G000162755	425
G000176095	425
G000091785	425
G000373765	425
G000770585	425
G001801915	425
G001467585	425
G001467895	425
G001467745	425
G000953655	425
G001467765	425
G001648675	425
G001468035	425
G000701265	425
G001467035	425
G000423305	425
G001467535	425
G001583575	425
G001801425	425
G001801605	425
G000236145	425
G000236165	425
G900053355	425
G900048935	425
G002002625	425
G001601215	425
G001601235	425
G900060365	425
G001600985	425
G900065905	425
G900070165	425
G001582545	425
G900057755	425
G001582735	425
G001582555	425
G001601155	425
G900061715	425
G900059955	425
G900061575	425
G001601175	425
G900063815	425
G900061645	425
G900061635	425
G900061675	425
G900061655	425
G001652665	425
G900064345	425
G900054435	425
G001677115	425
G900073035	425
G900051025	425
G900053745	425
G900057625	425
G900119765	425
G900061695	425
G900061665	425
G900063805	425
G001989475	425
G001969405	425
G001652645	425
G001652685	425
G900061685	425
G900061725	425
G900061705	425
G000420045	426
G000619845	426
G001626995	426
G000320365	426
G000379845	426
G001553955	426
G001626975	426
G001627135	426
G000488275	426
G000488215	426
G001188545	426
G001679275	426
G000382145	426
G000511655	426
G001636015	426
G002014855	426
G000368905	426
G000685805	426
G000016885	426
G001462175	426
G000426885	426
G000368825	426
G001953195	426
G000829675	426
G001679005	426
G001679155	426
G001656375	426
G000746645	426
G001941805	426
G000012305	426
G001435295	426
G001606025	426
G000471625	426
G001656355	426
G001656335	426
G001656125	426
G000191145	426
G001713665	426
G000368025	426
G000368565	426
G000368925	426
G000400735	426
G001656115	426
G000193045	426
G000192925	426
G000192965	426
G000632455	426
G001679075	426
G000488195	426
G000369005	426
G001584645	426
G001632285	426
G000193085	426
G000475335	426
G000816495	426
G001656475	426
G001575095	426
G000367925	426
G900116265	426
G001758345	426
G001656425	426
G001656285	426
G000092265	426
G000740455	426
G000193005	426
G000271425	426
G000488255	426
G000964095	426
G001828765	426
G001307195	426
G001656205	426
G001656255	426
G001656455	426
G001656415	426
G001656105	426
G001656195	426
G001064665	426
G001064655	426
G000192905	426
G000192985	426
G000302495	426
G001484985	426
G000368585	426
G001592855	426
G000368865	426
G001656385	426
G001656175	426
G001656215	426
G001065625	426
G001065675	426
G001062845	426
G001062815	426
G001063475	426
G001679345	426
G000766665	426
G001809255	426
G000192945	426
G001484935	426
G000219275	426
G001647675	426
G001656095	426
G001656275	426
G001679105	426
G000368625	426
G000193025	426
G001997265	426
G000369105	426
G001878775	426
G000369145	426
G001629325	427
G001629365	427
G001677435	427
G001579945	427
G001437675	428
G001438485	428
G000385115	428
G000252525	428
G001439285	428
G000384935	428
G000383375	428
G000385035	428
G001438425	428
G000384955	428
G000385055	428
G001438585	428
G001438495	428
G001439525	428
G900141795	429
G001628405	429
G001281385	429
G000297135	429
G001293165	429
G000010405	429
G000015105	429
G000711195	429
G000934765	429
G000214825	429
G000483485	429
G000384235	429
G000227665	429
G900112445	429
G000381085	429
G000702325	429
G000478585	429
G001873715	429
G000744875	429
G000711305	429
G000012605	429
G000526715	429
G000696325	429
G000711315	429
G001697225	430
G001705075	430
G001543005	430
G001785035	430
G001643475	430
G000376165	430
G001576965	430
G001629435	430
G001629355	430
G001629475	430
G001629315	430
G001629515	430
G001629415	430
G001629495	430
G001629445	430
G001629395	430
G900078795	431
G001460935	431
G001399755	432
G000423825	432
G000175575	432
G001888055	432
G000510805	432
G001857665	432
G000214095	432
G000179815	432
G000227215	432
G001931655	432
G000709715	432
G002006795	432
G000021485	432
G000015345	432
G001889065	432
G000160655	432
G000239355	432
G000375345	432
G001418795	432
G001705805	432
G001705695	432
G001705725	432
G001632485	432
G001559335	432
G001308895	432
G001705755	432
G001634425	432
G000334955	432
G000559045	432
G001756595	432
G001705645	432
G001705625	432
G000014865	433
G001768885	433
G001897475	433
G001192655	433
G000757605	433
G000742835	433
G000190415	433
G000372125	434
G000379225	434
G000744415	434
G001873795	434
G000153765	434
G000379345	434
G001871925	434
G001781965	-1
G000469585	435
G000177635	435
G000487995	435
G000010985	435
G000025725	435
G000183405	435
G000218625	435
G001603805	435
G000421105	435
G001790695	436
G000522425	436
G000522445	436
G000739515	436
G000739535	436
G001784175	-1
G001829455	-1
G000402295	437
G000404345	437
G001302425	437
G000165505	438
G000426625	438
G000622245	438
G000479045	438
G000158315	438
G000158195	438
G000381725	438
G000158215	438
G000242215	438
G000007325	438
G000262225	438
G000691665	438
G000691745	438
G000691685	438
G000158275	438
G001854465	438
G000622045	438
G000158295	438
G000691725	438
G900104395	438
G000691645	438
G001873945	-1
G001509285	439
G000402235	439
G000405325	439
G000212395	440
G000021645	440
G000020965	440
G001873755	-1
G002011125	-1
G001917855	-1
